share_agricultural_use_1995,share_agricultural_use_2008,share_agricultural_use_2017,site_area_ha,share_amazon_biome,share_forest_1995,share_forest_2008,share_forest_2017,share_other_1995,share_other_2008,share_other_2017,id,z_1995,z_2008,z_2017,area_amazon_biome,area_forest_1995,area_forest_2008,area_forest_2017,area_other_1995,area_other_2008,area_other_2017,zbar_1995,zbar_2008,zbar_2017,gamma,alpha,delta,kappa,zeta,zeta_alt,x_1995,x_2008,x_2017,mean_pa_2017,theta,pasture_area_2017
0.002176592592149973,0.0014117531245574355,0.002595753176137805,451631.96875,0.7291579246520996,0.3367421329021454,0.32264652848243713,0.3182775378227234,0.39049580693244934,0.40536099672317505,0.4085457921028137,22,983.0187975593581,637.5928430328386,1172.3251173281824,329311.0290402919,152083.51244367007,145717.48686887603,143744.31101577915,176360.390073522,183073.98500454985,184512.34041192196,153066.53124122944,146355.07971190888,144916.63613310733,550.451195520163,0.045007413978564004,0.02,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,83714551.24352378,80210364.85516647,79124227.84785777,44.973619778118355,0.16134575159327952,2796.4817559753096
0.0020608394406735897,0.0011099259136244655,8.736790041439235e-4,451912.59375,0.7665427923202515,0.7629840970039368,0.7646012902259827,0.7556659579277039,0.001973333302885294,0.0013080494245514274,0.010474469512701035,23,931.3192969371012,501.58949849637065,394.8265448675975,346410.3414978124,344802.12226705067,345532.95225062035,341494.963055687,891.7741712401476,591.1240082022305,4733.544685640023,345733.44156398776,346034.54174911673,341889.7896005546,860.6826534256393,0.045007413978564004,0.02,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,296765205.4995969,297394218.18905866,293918790.93425936,44.973619778118355,0.6561201873879634,21793.130867195516
0.007824789732694626,1.615802466403693e-4,7.196049555204809e-4,451912.59375,1,0.9896939992904663,0.9983494281768799,0.9948219060897827,0.00248118513263762,0.0014889877056702971,0.0044584693387150764,24,3536.1210236503975,73.02014835801401,325.1985419246139,451912.59375,447255.1822381653,451166.6795562431,449572.5479003526,1121.2788088642046,672.8922961313256,2014.8384430135775,450791.3032618157,451239.69970460114,449897.7464422772,860.7863145237303,0.045007413978564004,0.02,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,384991139.97042966,388358103.33112735,386985896.6181877,44.973619778118355,0.6584352519494108,25870.41353689593
7.810370298102498e-4,2.5698766694404185e-4,4.0592593722976744e-4,451912.59375,1,0.9935972094535828,0.9940748810768127,0.9938883781433105,0.005621728487312794,0.005668147932738066,0.005705678835511208,25,352.96046995634606,116.13596313044309,183.4430431639039,451912.59375,449019.0920669306,449234.95788914524,449150.6748647243,2540.5299020597886,2561.50743404236,2578.4681216603494,449372.05253688694,449351.0938522757,449334.1179078882,856.0598218015211,0.045007413978564004,0.02,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,384387203.9402974,384571997.99759555,384499846.68672884,44.973619778118355,0.5528784326351383,29997.270391282385
7.830123649910092e-4,1.5999999595806003e-4,2.9096295475028455e-4,451912.59375,1,0.9903600811958313,0.9900788068771362,0.9899798631668091,0.008856888860464096,0.009761185385286808,0.00972918514162302,26,353.8531488014087,72.30601317339642,131.48982356636498,451912.59375,447556.1930396687,447429.081632752,447384.3677239828,4002.5396174878115,4411.2026055395545,4396.74129242482,447910.04618847015,447501.3876459254,447515.8575475491,854.4173463202081,0.045007413978564004,0.02,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,382399774.7861286,382291168.59514374,382252964.25586957,44.973619778118355,0.5161970077819064,31397.525393356562
0.0633833110332489,0.1104460284113884,0.13037985563278198,451912.59375,1,0.7382816672325134,0.6906107664108276,0.6747225522994995,0.19833500683307648,0.19894321262836456,0.1948975771665573,27,28643.716489498504,49911.95116877672,58920.29873176105,451912.59375,333638.7831571195,312095.7027203925,304915.61867128685,89630.08736935956,89904.94322784198,88076.66961292969,362282.49964661803,362007.6538891692,363835.9174030479,847.7799591208808,0.045007413978564004,0.02,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,282852273.9460832,264588482.0940969,258501350.73246163,44.973619778118355,0.5999306444048282,28409.22175117278
0.020417185500264168,0.027427753433585167,0.03430696204304695,451912.59375,1,0.09639348089694977,0.09730014950037003,0.11527150869369507,0.88318932056427,0.8752720952033997,0.8504215478897095,28,9226.783256499271,12394.947194906941,15503.748200556147,451912.59375,43561.427972731646,43971.162932974985,52092.64647924341,399124.3766284995,395546.4827803653,384316.20748772845,52788.21122923092,56366.110127881926,67596.39467979956,631.2071588775738,0.045007413978564004,0.02,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,27496285.18731801,27754912.827466022,32881251.38257708,44.973619778118355,0.6755092791472429,51069.957185713465
0.015479900874197483,0.02382064238190651,0.04629175364971161,451912.59375,1,0.12810982763767242,0.12374064326286316,0.1313844919204712,0.8564102649688721,0.8524386882781982,0.822323739528656,29,6995.562155051477,10764.848283598549,20919.826461077202,451912.59375,57894.44449260598,55919.95504921395,59374.306522306055,387022.58415620774,385227.7786326483,371618.45403259434,64890.00664765746,66684.8033328125,80294.13298338326,470.7955764089337,0.045007413978564004,0.02,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,27256448.36577145,26326867.470156346,27953160.86304979,44.973619778118355,0.6393049031933113,98457.35477119446
0.004321975167840719,0.00924049410969019,0.01278953067958355,451912.59375,0.21323969960212708,0.01815328374505043,0.012901135720312595,0.011654123663902283,0.19112059473991394,0.1914445459842682,0.1891387701034546,30,1953.155008221991,4175.8956606416905,5779.749982255802,96365.70573766809,8203.697542305454,5830.1857056872395,5266.645252837334,86369.80368795712,86516.20133504178,85474.19217613712,10156.852550527445,10006.08136632893,11046.395235093136,466.89133536081744,0.045007413978564004,0.02,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,3830235.300423249,2722063.189529865,2458951.0349689326,44.973619778118355,0.6284447418369736,25325.660798887464
2.6153086218982935e-4,9.204938396578655e-5,8.05925956228748e-5,451912.59375,0.23161619901657104,0.229286327958107,0.22925037145614624,0.22888079285621643,0.002443061675876379,0.002653036965057254,0.0030299259815365076,31,118.18909027787959,41.59827586106826,36.420808924978246,104670.27725209482,103617.37917896127,103601.12998289801,103434.11275920924,1104.0503386365162,1198.9408161936517,1369.2617091866778,103735.56826923916,103642.72825875907,103470.53356813421,560.9073924509113,0.045007413978564004,0.02,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,58119753.967868514,58110639.67367525,58016958.478241585,44.973619778118355,0.1517266175023347,157.94499438610768
