share_agricultural_use_1995,share_agricultural_use_2008,share_agricultural_use_2017,site_area_ha,share_amazon_biome,share_forest_1995,share_forest_2008,share_forest_2017,share_other_1995,share_other_2008,share_other_2017,area_amazon_biome,area_forest_1995,area_agricultural_use_1995,area_other_1995,area_forest_2017,area_agricultural_use_2017,area_other_2017,area_forest_2008,area_agricultural_use_2008,area_other_2008,id,z_1995,z_2008,z_2017,zbar_1995,zbar_2008,zbar_2017,gamma,alpha,delta,kappa,zeta,zeta_alt,x_1995,x_2008,x_2017,mean_pa_2017,theta,pasture_area_2017
1.4292400903068483,2.165593473626359,2.3477977180782545,7240063.25,6.065156347634911,3.6083496673963964,2.847661655201989,2.671754845843907,1.0338834858994232,1.0581910212495131,1.0520110758952796,2744026.688546367,1632480.364660753,646607.7802020101,467796.8620361018,1208751.1409762732,1062176.598537366,475998.1713135088,1288330.2579408875,979747.6602562636,478794.8301976749,23,646607.7802020101,979747.6602562636,1062176.598537366,2279088.144862763,2268077.9181971513,2270927.7395136394,337.8925020970598,0.045007413978564004,0.02,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,551602875.0395423,435317134.382997,408427947.43714887,44.973619778118355,0.8353926318421413,428980.1592189949
0.03154587642711704,0.02314686420322687,0.03410251953152965,7229617,4.675505760591477,4.465241234516725,4.476064172922634,4.451704693376087,0.1812551110217555,0.17882863960403483,0.1922196530358633,2112156.0632323874,2017197.1001094242,14247.408333541487,81857.0379840996,2011092.156670584,15396.529777370208,86805.9284082337,2022089.6745584744,10449.901364619715,80760.8220941626,24,14247.408333541487,10449.901364619715,15396.529777370208,2031444.5084429658,2032539.575923094,2026488.6864479543,888.5887583147861,0.045007413978564004,0.02,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,1792458666.4624205,1796806153.1170647,1787033882.3525195,44.973619778118355,0.4614437471219894,559.3356736755239
0.041812345031758014,0.03341056875012782,0.06689837120256925,7229617,16,15.519205451011658,15.5210862159729,15.460635900497437,0.4389821233926341,0.4455032064579427,0.4724657777696848,7229617,7012340.959005084,18897.25272394924,198378.75188907213,6985869.52144051,30235.674703547968,213511.82619417628,7013190.015058242,15099.902744691524,201327.07821058552,25,18897.25272394924,15099.902744691524,30235.674703547968,7031238.211729033,7028289.917802934,7016105.196144057,866.2094800389225,0.045007413978564004,0.02,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,6074156215.955433,6074891676.357762,6051226405.78674,44.973619778118355,0.8274191210236832,3167.4715727259313
0.07024513483520423,0.08694617226683476,0.08118083945009857,7229617,16,15.167034685611725,15.142132997512817,15.11253446340561,0.7627201930445153,0.7709206950385123,0.8062846485991031,7229617,6853117.49442623,31745.54385782958,344753.96783357806,6828487.1334606875,36685.85576082633,364443.9888399211,6841864.998091726,39293.56378761113,348458.3770593301,26,31745.54385782958,39293.56378761113,36685.85576082633,6884863.03828406,6881158.561879337,6865172.989221514,706.0138265079448,0.045007413978564004,0.02,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,4838395705.748402,4830451287.753511,4821006330.354847,44.973619778118355,0.5935161889284447,2079.340479842744
0.061015704235614976,0.04747614895586594,0.06614597422888835,7229617,16,15.050888180732727,14.98907083272934,14.915766716003418,0.8880961990507785,0.9634530359180644,1.0180873200879432,7229617,6801011.27044929,27555.68118339529,401050.08634452993,6739984.478309434,29872.381506470796,459760.14483992534,6773087.942040609,21441.406387775307,435087.65952580963,27,27555.68118339529,21441.406387775307,29872.381506470796,6828566.951632685,6794529.348428384,6769856.859815905,602.0578586365401,0.045007413978564004,0.02,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,4094602282.049675,4077790822.7419395,4057860622.2544956,44.973619778118355,0.7535421383843275,4071.6232981374956
0.2962528430725797,0.4153592121001566,0.6494652949040756,7229617,16,14.255416810512543,13.946828484535217,13.67781513929367,1.448330262734089,1.6378123306203634,1.67271961690858,7229617,6441312.058202701,133863.22766518767,654441.6763147739,6180369.498372538,293433.5588127973,755813.9659196357,6301894.861919869,187669.82595560464,740052.324402156,28,133863.22766518767,187669.82595560464,293433.5588127973,6575175.2858678885,6489564.687875473,6473803.057185335,513.5025937447328,0.045007413978564004,0.02,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,3307630449.0063105,3236039357.1024575,3173635767.7151318,44.973619778118355,0.9702635931590072,100494.74298955401
0.45322073868010193,0.5137817352078855,0.6338941222056746,7229617,16,13.409662783145905,13.312288880348206,13.248271942138672,2.137116476893425,2.173929510638118,2.11783386208117,7229617,6059007.607007269,204835.6283530141,965773.7640900331,5986116.353570612,286460.17902218533,957040.4341874844,6015036.606532158,232189.1093599575,982391.3411561828,29,204835.6283530141,232189.1093599575,286460.17902218533,6263843.2353602825,6247225.715892116,6272576.532592798,437.00614038643846,0.045007413978564004,0.02,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,2647823528.910317,2628607931.7037587,2615969603.578034,44.973619778118355,0.6366691170826712,169968.26780351216
1.0638326851767488,1.4163069626083598,1.6866626992123201,7229617,16,12.738727360963821,12.284620583057404,12.009314239025116,2.1974392529809847,2.2990716282020003,2.304022487206794,7229617,5755457.235085114,480649.6864222857,993509.761874233,5425910.405710138,762008.1618069287,1041698.1729468836,5550320.736271614,639834.7860550177,1039461.1044298436,30,480649.6864222857,639834.7860550177,762008.1618069287,6236106.9215073995,6190155.5223266315,6187918.567517067,415.4231322616522,0.045007413978564004,0.02,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,2390950072.1970463,2305731625.3187537,2254048696.111198,44.973619778118355,0.5399365828173073,314939.1833787021
0.86527150956681,2.0995521717704833,2.319638705230318,7229617,16,14.283264845609665,12.914798855781555,12.69302761554718,0.8514637065818533,0.9856489641242661,0.9873337287572213,7229617,6453679.323135243,391000.6160571652,384937.08871861437,5735215.196757123,1048023.9231448269,446377.9024695979,5835382.696337748,948615.7118835025,445618.58798420685,31,391000.6160571652,948615.7118835025,1048023.9231448269,6844679.939192408,6783998.40822125,6783239.11990195,403.75956046973084,0.045007413978564004,0.02,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,2605734726.9216757,2356091552.6460023,2315647967.041977,44.973619778118355,1.0801021032142082,813186.2448420584
1.0798188622575253,2.6500179166323505,3.2465931810438633,7229617,16,14.322392642498016,12.733254343271255,12.062140226364136,0.5977884482272202,0.6167277025306248,0.6912665686322725,7229617,6471656.354303047,487766.34712619614,270194.27734510007,5450643.295715753,1466554.9830308636,312418.7104431952,5753828.456603682,1197041.0127222077,278747.5137201926,32,487766.34712619614,1197041.0127222077,1466554.9830308636,6959422.701429243,6950869.469325889,6917198.278746616,388.8060141116616,0.045007413978564004,0.02,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,2516218911.816975,2237123108.0943313,2119242894.1516929,44.973619778118355,0.8649811246618584,991155.6055240477
