10th_percentile,50th_percentile,90th_percentile
6.20183293,6.23308235,6.2631115699999995
-0.0110110704,0.0016103358,0.014430038300000003
-0.0814344053,-0.0728529035,-0.0643662175
0.08678619580000001,0.11082289000000001,0.135357341
-0.196972818,-0.17108326499999998,-0.145902503
0.124541837,0.14679897,0.169054264
