10th_percentile,50th_percentile,90th_percentile
3.94362413,4.020374,4.09407601
-0.666167399,-0.49117260500000004,-0.30480773199999994
-0.530151703,-0.37325817,-0.200839677
0.415637427,2.4519922999999997,4.544134120000001
-4.66679652,-2.55204895,-0.5035088569999998
-0.25216968100000003,-0.18635401000000001,-0.12196417099999998
-0.0988075355,-0.055434157,-0.010746943899999993
0.415035592,0.45728490499999996,0.498009094
